fuel_type,fuel_class,plot_id,time,si_value,si_units,us_value,us_units,lab_fuel,lab_class,lab_time,lab_time_abbr,order_class,order_time,subset_by,metric
wd,all,RxF01,2019,223.57625316122093,Metric tons per hectare,99.72178999162396,Tons per acre,Coarse woody debris,All,2 Years post-fire (2019),2-y post-fire (2019),1,3,type_time_plot,total
wd,all,RxF01,2021,42.30027791083184,Metric tons per hectare,18.867206918301445,Tons per acre,Coarse woody debris,All,4 Years post-fire (2021),4-y post-fire (2021),1,4,type_time_plot,total
wd,all,RxF02,2016,32.65303759696659,Metric tons per hectare,14.564245136916409,Tons per acre,Coarse woody debris,All,1 Year pre-fire (2016),1-y pre-fire (2016),1,1,type_time_plot,total
wd,all,RxF02,2017,3.367502811211314,Metric tons per hectare,1.5020083903707913,Tons per acre,Coarse woody debris,All,0 Years post-fire (2017),0-y post-fire (2017),1,2,type_time_plot,total
wd,all,RxF02,2019,5.386203382346655,Metric tons per hectare,2.402410072411532,Tons per acre,Coarse woody debris,All,2 Years post-fire (2019),2-y post-fire (2019),1,3,type_time_plot,total
wd,all,RxF02,2021,2.950377947499866,Metric tons per hectare,1.3159580497323222,Tons per acre,Coarse woody debris,All,4 Years post-fire (2021),4-y post-fire (2021),1,4,type_time_plot,total
wd,all,RxF03,2016,23.079380252029562,Metric tons per hectare,10.294103591449403,Tons per acre,Coarse woody debris,All,1 Year pre-fire (2016),1-y pre-fire (2016),1,1,type_time_plot,total
wd,all,RxF03,2017,29.812687537993167,Metric tons per hectare,13.297362862619611,Tons per acre,Coarse woody debris,All,0 Years post-fire (2017),0-y post-fire (2017),1,2,type_time_plot,total
wd,all,RxF03,2019,30.10337162115093,Metric tons per hectare,13.427016780174366,Tons per acre,Coarse woody debris,All,2 Years post-fire (2019),2-y post-fire (2019),1,3,type_time_plot,total
wd,all,RxF03,2021,76.99299252640462,Metric tons per hectare,34.34120986904756,Tons per acre,Coarse woody debris,All,4 Years post-fire (2021),4-y post-fire (2021),1,4,type_time_plot,total
wd,all,RxF04,2016,78.72270874143307,Metric tons per hectare,35.112715763351055,Tons per acre,Coarse woody debris,All,1 Year pre-fire (2016),1-y pre-fire (2016),1,1,type_time_plot,total
wd,all,RxF04,2017,1.6474033011774885,Metric tons per hectare,0.7347918381701555,Tons per acre,Coarse woody debris,All,0 Years post-fire (2017),0-y post-fire (2017),1,2,type_time_plot,total
wd,all,RxF04,2019,15.634724436684357,Metric tons per hectare,6.973561300929687,Tons per acre,Coarse woody debris,All,2 Years post-fire (2019),2-y post-fire (2019),1,3,type_time_plot,total
wd,all,RxF04,2021,32.269811430671034,Metric tons per hectare,14.393314643475037,Tons per acre,Coarse woody debris,All,4 Years post-fire (2021),4-y post-fire (2021),1,4,type_time_plot,total
wd,all,RxF05,2016,21.3794304384648,Metric tons per hectare,9.535874415015524,Tons per acre,Coarse woody debris,All,1 Year pre-fire (2016),1-y pre-fire (2016),1,1,type_time_plot,total
wd,all,RxF05,2017,0.1885428519101897,Metric tons per hectare,0.08409583046841647,Tons per acre,Coarse woody debris,All,0 Years post-fire (2017),0-y post-fire (2017),1,2,type_time_plot,total
wd,all,RxF05,2019,0.6718080081366277,Metric tons per hectare,0.29964674760777327,Tons per acre,Coarse woody debris,All,2 Years post-fire (2019),2-y post-fire (2019),1,3,type_time_plot,total
wd,all,RxF05,2021,21.449863948545282,Metric tons per hectare,9.567289896764176,Tons per acre,Coarse woody debris,All,4 Years post-fire (2021),4-y post-fire (2021),1,4,type_time_plot,total
wd,all,RxF06,2016,94.66659318543911,Metric tons per hectare,42.22417180438855,Tons per acre,Coarse woody debris,All,1 Year pre-fire (2016),1-y pre-fire (2016),1,1,type_time_plot,total
wd,all,RxF06,2017,17.33214643817646,Metric tons per hectare,7.730662996510463,Tons per acre,Coarse woody debris,All,0 Years post-fire (2017),0-y post-fire (2017),1,2,type_time_plot,total
wd,all,RxF06,2019,24.94542148718554,Metric tons per hectare,11.126414579476156,Tons per acre,Coarse woody debris,All,2 Years post-fire (2019),2-y post-fire (2019),1,3,type_time_plot,total
wd,all,RxF06,2021,8.108561814590999,Metric tons per hectare,3.616664502493755,Tons per acre,Coarse woody debris,All,4 Years post-fire (2021),4-y post-fire (2021),1,4,type_time_plot,total
wd,all,RxF07,2016,89.66279894779316,Metric tons per hectare,39.99232780900677,Tons per acre,Coarse woody debris,All,1 Year pre-fire (2016),1-y pre-fire (2016),1,1,type_time_plot,total
wd,all,RxF07,2017,113.6544652124881,Metric tons per hectare,50.69333863179666,Tons per acre,Coarse woody debris,All,0 Years post-fire (2017),0-y post-fire (2017),1,2,type_time_plot,total
wd,all,RxF07,2019,67.42019541513623,Metric tons per hectare,30.071452013887708,Tons per acre,Coarse woody debris,All,2 Years post-fire (2019),2-y post-fire (2019),1,3,type_time_plot,total
wd,all,RxF07,2021,99.30943803787483,Metric tons per hectare,44.295021426349166,Tons per acre,Coarse woody debris,All,4 Years post-fire (2021),4-y post-fire (2021),1,4,type_time_plot,total
wd,all,RxF08,2016,36.563168886893344,Metric tons per hectare,16.30828228674993,Tons per acre,Coarse woody debris,All,1 Year pre-fire (2016),1-y pre-fire (2016),1,1,type_time_plot,total
wd,all,RxF08,2017,129.96412271242954,Metric tons per hectare,57.96794054970096,Tons per acre,Coarse woody debris,All,0 Years post-fire (2017),0-y post-fire (2017),1,2,type_time_plot,total
wd,all,RxF08,2019,70.6485817717959,Metric tons per hectare,31.511410246117713,Tons per acre,Coarse woody debris,All,2 Years post-fire (2019),2-y post-fire (2019),1,3,type_time_plot,total
wd,all,RxF08,2021,9.198151840763137,Metric tons per hectare,4.102654701500061,Tons per acre,Coarse woody debris,All,4 Years post-fire (2021),4-y post-fire (2021),1,4,type_time_plot,total
wd,all,RxF09,2016,31.545846814857438,Metric tons per hectare,14.070404466930169,Tons per acre,Coarse woody debris,All,1 Year pre-fire (2016),1-y pre-fire (2016),1,1,type_time_plot,total
wd,all,RxF09,2017,0.12020537378330773,Metric tons per hectare,0.05361524254384823,Tons per acre,Coarse woody debris,All,0 Years post-fire (2017),0-y post-fire (2017),1,2,type_time_plot,total
wd,all,RxF09,2019,0.41846473907817566,Metric tons per hectare,0.1866479656905333,Tons per acre,Coarse woody debris,All,2 Years post-fire (2019),2-y post-fire (2019),1,3,type_time_plot,total
wd,all,RxF09,2021,8.096490017497514,Metric tons per hectare,3.611280114851701,Tons per acre,Coarse woody debris,All,4 Years post-fire (2021),4-y post-fire (2021),1,4,type_time_plot,total
